publication_date,news_section,travel_departure_date,travel_duration,travel_arrival_date,travel_departure_port,travel_port_of_call_list,travel_arrival_port,ship_type,ship_name,cargo_list,master_role,master_name,parsed_text
1864-03-17,E,1864-01-20,56dias,1864-03-16,Liverpool,nan,La Habana,frag. ing.,H. D. Shepherd,"con carbon, AA! la Comp. del gas.",cap.,Hale,"De Liverpool en 56 dias frag. ing. H. D. Shepherd, cap. Hale, ton. 846, con carbon, AA! la Comp. del gas."
1864-03-19,E,1864-02-01,46dias,1864-03-18,Valencia,nan,La Habana,"frag, eap.",JAA,"De Cayo Hueso vapor de los E. C. Honduras, comandante Mr. Harria",p.,Pasajeros,"De Valencia en 46 dias frag, eap. JAA3ven Eloisa, capitau Compani, ton. 386; con frutos, & fos Sres. Morell y cp.Pasajeros 2
De Cayo Hueso vapor de los E. C. Honduras, comandante Mr. Harria"
1864-03-22,E,1864-03-18,3dias,1864-03-21,Mobila,nan,La Habana,vapor ing.,Dentigh,"con algodon, AA! los Sres. Kobbe, L. y comp. Pasaj. 2.",capitan,Novin,"e Mobila en 3 dias vapor ing. Dentigh, capitan Novin, ton. 152, con algodon, AA! los Sres. Kobbe, L. y comp. Pasaj. 2."
1864-03-22,E,1864-01-31,50dias,1864-03-21,l Havre,nan,La Habana,"frag, franc.",Suzanne,"con mercancAAas, AA! los Sres. Durruty, P. y compaannia.",cap.,Welliet,"Del Havre en 50 dias frag, franc. Suzanne, cap. Welliet, ton. 221, con mercancAAas, AA! los Sres. Durruty, P. y compaannia."
1864-03-22,E,1864-01-08,73?,1864-03-21,Swansea,nan,La Habana,berg. prusiano,Drei Straleu,"con carbon, AA! los Sres. San Pelayo, P. y comp. Este buque vino remolcado por el vapor Union, desde la ensenada do Charrera, donde fondeAA3 ayer al anoa-checer, AA! causa de haberse declarado fuego en su cargamento, y de cuyo acontecimiento so tnvo noticia esta maDana por el capitan que vino por tierra en busca de auxi110 lios, que lo fuoron facilitados inmediatamente por el Sr. Capitan del Puerto. 'cel",capitan,Damlrar,"De Swansea en 73 berg. prusiano Drei Straleu, capitan Damlrar, ton. 238, con carbon, AA! los Sres. San Pelayo, P. y comp. Este buque vino remolcado por el vapor Union, desde la ensenada do Charrera, donde fondeAA3 ayer al anoa-checer, AA! causa de haberse declarado fuego en su cargamento, y de cuyo acontecimiento so tnvo noticia esta maDana por el capitan que vino por tierra en busca de auxi110 lios, que lo fuoron facilitados inmediatamente por el Sr. Capitan del Puerto. 'cel"
1864-03-22,E,1864-03-13,8dias,1864-03-21,Campeche,nan,La Habana,"berg, mej.",HAA,"ton. 108, con palo, & D. S. Villaverde.-Pasaj. 1.",cap.,Sala10-,"De Campeche en 8 dias berg, mej. HAA(c)rcules, cap. Sala10- zar, ton. 108, con palo, & D. S. Villaverde.-Pasaj. 1."
1864-03-22,E,1864-03-06,15dias,1864-03-21,Tampico,nan,La Habana,gol. ing.,Rob-Boy,"con algodon, al cap.-Pasag. 3.",cap.,Watson,"De Tampico en 15 dias gol. ing. Rob-Boy, cap. Watson ton 38, con algodon, al cap.-Pasag. 3."
1864-03-26,E,1864-03-07,18dias,1864-03-25,New-York,nan,La Habana,gol. ing.,Sarah Lewis,"41. con vireres, al capitau.",cap.,Haskell,"De New-York en 18 dias gol. ing. Sarah Lewis, cap. Haskell, top. 41. con vireres, al capitau."
1864-03-26,E,1864-03-19,6dias,1864-03-25,o New-York,nan,La Habana,vapor amer.,Morning Star,"con mercancAAas, AA! los Sres. Durruty, P. y Cp. Pasag. 95.",cap.,Courtney,"Do New-York en 6 dias vapor amer. Morning Star, cap. Courtney, ton. 2000, con mercancAAas, AA! los Sres. Durruty, P. y Cp. Pasag. 95."
1864-03-26,E,1864-03-13,12dias,1864-03-25,Matamoros,nan,La Habana,"frag, ing.",Gorella,"en lastro, & los Sree. Adot, S. y Cp.",cap.,Cutten,"De Matamoros en 12 dias frag, ing. Gorella, cap. Cutten, ton. 755, en lastro, & los Sree. Adot, S. y Cp."
1864-03-26,E,1864-03-01,24dias,1864-03-25,Now-York,nan,La Habana,frag. hannov.,Blanche Mario,"con adoquines, AA! los Sres. Kobbe, L yep. Pasajeros 2.",cap.,Haesloo,"De Now-York en 24 dias frag. hannov. Blanche Mario cap. Haesloo, ton. 400, con adoquines, AA! los Sres. Kobbe, L yep. Pasajeros 2."
1864-03-26,E,1864-03-06,19dias,1864-03-25,Veracruz,nan,La Habana,frag. franc.,Lyll,en lastre. AA! D. 1. M. Zingroniz.,cap.,Deluuelos,"De Veracruz en 19 dias frag. franc. Lyll, cap. Deluuelos, ton. 360, en lastre. AA! D. 1. M. Zingroniz."
1864-03-26,E,1864-03-04,21dias,1864-03-25,New-York,nan,La Habana,berg. ing.,Highland Mary,"con mercancias, al capitan.-Siguo para Matamoros,",cap.,Schneider,"De New-York en 21 dias berg. ing. Highland Mary, cap. Schneider, ton. 141. con mercancias, al capitan.-Siguo para Matamoros,"
1864-03-26,E,1864-03-09,16dias,1864-03-25,New-Port,nan,La Habana,gol. am.,Jane A. Brown,"4 dias frag. am. Arlington, capitan Bartlett, ton. 624, en lastre, AA! D. J. Cabarga y cp. Alas 2 quedaban AA! la vista berg. espaAA+-ol y fragata sin reconocer.",p. Do,New-Orleans,"De New-Port en 16 dias gol. am. Jane A. Brown, tapit. Collins, ton. 143, con vireres, AA! D. S. C. Burnham y cp. Do New-Orleans en 4 dias frag. am. Arlington, capitan Bartlett, ton. 624, en lastre, AA! D. J. Cabarga y cp. Alas 2 quedaban AA! la vista berg. espaAA+-ol y fragata sin reconocer."
1864-03-27,E,1864-03-21,5dias,1864-03-26,Veracruz,Sisal,La Habana,vapor cap.,Cuba.,"con efectos, AA! los Sres. San Pelayo Py comp. y D. R. Herrera.-Pasag. 41.",cap.,Cusi,"e Veracruz y Sisal en 5 dias vapor cap. Cuba. cap. Cusi, ton. 515, con efectos, AA! los Sres. San Pelayo Py comp. y D. R. Herrera.-Pasag. 41."
1864-03-27,E,1864-02-16,39dias,1864-03-26,Ostende,nan,La Habana,berg. belga,Le Coq.,"con mercancAAas, al capitan.",cap.,Defranc,"De Ostende en 39 dias berg. belga Le Coq. cap. Defranc, ton, 197, con mercancAAas, al capitan."
1864-03-27,E,1864-03-25,1dia,1864-03-26,Matanzas,nan,La Habana,vapor ing.,Gem Whiting,"en lastre, al capitan.",capitan,Murray,"De Matanzas en 1 dia vapor ing. Gem Whiting, capitan Murray, ton, 6, en lastre, al capitan."
1864-03-27,E,1864-03-09,17dins,1864-03-26,New-York,nan,La Habana,"gol, amer.",Francis B. Bayles,capitan.,c,AAas,"De New-York en 17 dins gol, amer. Francis B. Bayles, Clark, toa. 36, con mercancAAas, al capitan."
1864-03-27,E,1864-02-04,51dias,1864-03-26,Cardiff,nan,La Habana,berg. sueco,Fanny,"con carbon, AA! los Sree. SamAA! y comp.",cap.,Forseberg,"De Cardiff en 51 dias berg. sueco Fanny, cap. Forseberg, ton, 209, con carbon, AA! los Sree. SamAA! y comp."
1864-03-27,E,1864-03-13,13dias,1864-03-26,Cuba,nan,La Habana,berz. esp.,Conde,"RoldAA3s, ton. 136, con cafAA(c), al capitan.",o,Reus,"De Cuba en 13 dias berz. esp. Conde do Reus, cap RoldAA3s, ton. 136, con cafAA(c), al capitan."
1864-04-12,E,1864-04-06,5dias,1864-04-11,Mobila,nan,La Habana,pail. ing.,Belle,"s, 46, con algodon, AA! los Sres. Cap. II. y. WatA A,EA A,A!A A,A!",capitan,Brown,"e Mobila en 5 dias pail. ing. Belle, capitan Brown, tons, 46, con algodon, AA! los Sres. Cap. II. y. WatA A,EA A,A!A A,A!"
1864-04-12,E,1864-04-04,7dias,1864-04-11,Xassan,nan,La Habana,berg. ing.,Llewellyn,"con carbon, AA! D. R. Perez Sta. Maria.","ep,",Gaddard,"De Xassan en 7 dias berg. ing. Llewellyn, ep, Gaddard ton. 262, con carbon, AA! D. R. Perez Sta. Maria."
1864-04-12,E,1864-03-21,21dias,1864-04-11,Belfast,nan,La Habana,berg. am.,James Davis,"170, con envases AA! los Sres. Noy y Stocker. De Nassan en 6 dina frag, ing Caroni, cap. Bailey, ton. 231, con carbon, ai capitan,",cap.,Haple,"De Belfast en 21 dias berg. am. James Davis, cap. Haple, tons, 170, con envases AA! los Sres. Noy y Stocker. De Nassan en 6 dina frag, ing Caroni, cap. Bailey, ton. 231, con carbon, ai capitan,"
1864-04-12,E,1864-01-05,97dias,1864-04-11,Macao,Maurice,La Habana,"frag, portag.",D. Fernan,"con Instre, AA  los SrAA""s. Ferran y Dupieris. Conduce 115 asiAA!ticos-SigniAA3 para el lazi reto del Mariel.",cap.,Sena.,"De Macao y Maurice en 97 dias frag, portag. D. Fernan do, cap. Sena. ton. 91. con Instre, AA  los SrAA""s. Ferran y Dupieris. Conduce 115 asiAA!ticos-SigniAA3 para el lazi reto del Mariel."
1864-04-12,E,1864-04-01,10dias,1864-04-11,Trujillo,nan,La Habana,"berg, esp.",Yagatan.,"con efectos, AA! los Syes. SerAA! y Serra.",cap.,Dole,"De Trujillo en 10 dias berg, esp. Yagatan. cap. Dole, ton, 136. con efectos, AA! los Syes. SerAA! y Serra."
1864-04-12,E,1864-04-08,3dias,1864-04-11,Gibara,nan,La Habana,"gol, esp.",Carolina,"con tabarn, AA! los Stes, Raferas v ek",cap.,Arimen.,"De Gibara en 3 dias gol, esp. Carolina, cap. Arimen. 119, con tabarn, AA! los Stes, Raferas v ek"
1864-04-12,E,1864-03-26,16dias,1864-04-11,Baltimore,nan,La Habana,"fragu,",T. Spencer,"con envases, AA! los Sres. Noys Stocker, De New-York en 15 dias frag, rasa Franzen, ep. Stove, ton. 506, con mercancAAas, AA! los Sies. Ulriciy Barroso. De Portland en 26 dias berg. um. Charleia, cap. Means, ten. 143, cou minderas, AA! los Sies. Molly Martinez.",capitan,Spencer,"De Baltimore en 16 dias fragu, T. Spencer, capitan Spencer, ton. 30. con envases, AA! los Sres. Noys Stocker, De New-York en 15 dias frag, rasa Franzen, ep. Stove, ton. 506, con mercancAAas, AA! los Sies. Ulriciy Barroso. De Portland en 26 dias berg. um. Charleia, cap. Means, ten. 143, cou minderas, AA! los Sies. Molly Martinez."
1864-04-12,E,1864-04-04,7dias,1864-04-11,New-Orleans,nan,La Habana,"berg, am.",Sarah E. Kennedy,"con barrijes vacAAos, AA! los seAA+-ores J. M. Morales y comp",cap.,Hofferss,"De New-Orleans en 7 dias berg, am. Sarah E. Kennedy, cap. Hofferss, ton 470, con barrijes vacAAos, AA! los seAA+-ores J. M. Morales y comp"
1864-04-12,E,1864-03-15,27dias,1864-04-11,New-Castle,nan,La Habana,"berg, an.",Keying,con durmientes. AA! los Sres. FAA(c)ssery cop-Sizne pata Veracruz.,cap.,Land.,"De New-Castle en 27 dias berg, an. Keying, cap. Land. ton. 229, con durmientes. AA! los Sres. FAA(c)ssery cop-Sizne pata Veracruz."
1864-04-12,E,1864-04-07,4dias,1864-04-11,Nassau,nan,La Habana,pail. ing.,Miriam,"con efectos, al capitan.",cap.,Wark,"De Nassau en 4 dias pail. ing. Miriam, cap. Wark, ton, 23, con efectos, al capitan."
1864-04-20,E,1864-04-15,4dias,1864-04-19,New Orleans,nan,La Habana,frag. italiana,Francesca,en lastre al cap.,cap.,Vella,"De New Orleans en 4 dias frag. italiana Francesca, - cap. Vella, ton. 240 en lastre al cap."
1864-04-20,E,1864-04-17,2dias,1864-04-19,o New Orleans,nan,La Habana,vap. am.,Evening Star.,con efectos de trAA!nsito AA! los StAas. Darraty P. y cp. Pasag' 95.,cap.,Bell,"Do New Orleans en 2 dias vap. am. Evening Star. cap. Bell, ton, 2014 con efectos de trAA!nsito AA! los StAas. Darraty P. y cp. Pasag' 95."
1864-04-21,E,1864-02-10,70dias,1864-04-20,o Hiron Myen,nan,La Habana,borg. noruego,Toritouskjold,"con bacalao, & los Sres. Serpa y compaAA+-AAa.",cap.,Praksted,"Do Hiron Myen en 70 dias borg. noruego Toritouskjold, cap. Praksted, ton. 243, con bacalao, & los Sres. Serpa y compaAA+-AAa."
1864-04-21,E,1864-04-14,6dias,1864-04-20,Nassau,nan,La Habana,gol. ing.,Royal Arch,"con carbon, al capitan.",ep.,Mathews,"De Nassau en 6 dias gol. ing. Royal Arch, ep. Mathews, ton. 152, con carbon, al capitan."
1864-04-21,E,1864-03-27,24dias,1864-04-20,o Boston,Nassau,La Habana,frag. ing.,Windward,"con hielo, al cap.",cap.,Eldridge,"Do Boston y Nassau en 24 dias frag. ing. Windward, cap. Eldridge, ton. 453, con hielo, al cap."
1864-04-21,E,1864-03-31,20dias,1864-04-20,Puerto-Rico,nan,La Habana,berg. ing.,Favorite,"con carbon, AA! los Sres. J. M. Morales y cp. De Aalesundy Falmouth en 80 dias berg. nor. St. Olaf, r cap. Blif. ton. 137. con bacolao, al capitan..",capitan,Hinde,"De Puerto-Rico en 20 dias berg. ing. Favorite, capitan Hinde, ton. 277, con carbon, AA! los Sres. J. M. Morales y cp. De Aalesundy Falmouth en 80 dias berg. nor. St. Olaf, r cap. Blif. ton. 137. con bacolao, al capitan.."
1864-04-26,E,1863-12-27,120dias,1864-04-25,o Macao,nan,La Habana,frag. esp.,Arizona,"en lastre. AA! los Sres. Troncoso, Bustamante comp. Conduce 0 asiAA!ticos-Sigue para el lazareto dAal Mariel.",cap.,Valparda,"Do Macao en 120 dias frag. esp. Arizona, cap. Valparda, ton. 590, en lastre. AA! los Sres. Troncoso, Bustamante comp. Conduce 0 asiAA!ticos-Sigue para el lazareto dAal Mariel."
1864-04-26,E,1864-04-21,4dias,1864-04-25,o Veracrnzy Sisat,nan,La Habana,vapor esp.,Cuba,"con efectos, a San Pelayo, P. y cp. R. Herrera. Pasaj. 46.",capitan,Cadi,"Do Veracrnzy Sisaten 4 dias vapor esp. Cuba, capitan Cadi, ton. 16, con efectos, a San Pelayo, P. y cp. R. Herrera. Pasaj. 46."
1864-04-26,E,1864-04-20,5dias,1864-04-25,No-York,nan,La Habana,vapor am.,Eagle,"cou mereanelas, AA! D. J. M. Morales y cp.-Pajoro 12.",cap.,Adams,"e No-York en 5 dias vapor am. Eagle, cap. Adams, ton, 1532, cou mereanelas, AA! D. J. M. Morales y cp.-Pajoro 12."
1864-04-26,E,1864-04-19,6dias,1864-04-25,Liverpool,nan,La Habana,frag. esp.,NAAomero Cuatro,con mercancias a los Sres. Caro II. 5 Watson.,cap.,Siloniz,"De Liverpool en 6 dias frag. esp. NAAomero Cuatro, cap. Siloniz, ton. 411 con mercancias a los Sres. Caro II. 5 Watson."
1864-04-26,E,1864-03-21,35dias,1864-04-25,Cardiff,nan,La Habana,frag. speca,Magdaleua,"con carbon, al Sr. Consul inglAA(c)s.",capitan,Nerns,"De Cardiff en 35 dias frag. speca Magdaleua, capitan Nerns, ton, 352, con carbon, al Sr. Consul inglAA(c)s."
1864-04-26,E,1864-04-10,15dias,1864-04-25,Filadelfia,nan,La Habana,berg. ing.,Annie A. Grandy.,"con mercancias, & D. J. M. Morales y Cotup.",cap.,White,"De Filadelfia en 15 dias berg. ing. Annie A. Grandy. cap. White ton. 200 con mercancias, & D. J. M. Morales y Cotup."
1864-04-26,E,1864-02-25,60dias,1864-04-25,Cardiff,nan,La Habana,"frag, fran.",Ville,"Jarlon, ton. 295 con carbon, AA! los Sres. Durruty P.5 Comp.",e,Dankerque,"De Cardiff en 60 dias frag, fran. Ville de Dankerque, cap. Jarlon, ton. 295 con carbon, AA! los Sres. Durruty P.5 Comp."
1864-04-30,E,1864-03-25,35dias,1864-04-29,Glasgow,nan,La Habana,"frag, lug.",Greenock,"750, con mercancias, AA! los Sres. PAA(c)sser y cp.",p.,McCann.,"De Glasgow en 35 dias frag, lug. Greenock, cp. McCann. tons. 750, con mercancias, AA! los Sres. PAA(c)sser y cp."
1864-05-08,E,1864-04-21,16dias,1864-05-07,o New Orleans,nan,La Habana,berg. ital.,Due Patelli,"272. en lastre, al capitan.",ep.,Lavello.,"Do New Orleans en 16 dias berg. ital. Due Patelli, ep. Lavello. tom. 272. en lastre, al capitan."
1864-05-08,E,1864-02-27,70dias,1864-05-07,Liverpool,nan,La Habana,frag. ing.,Alexander,"con carbon, & la CompaAA+-a del gas De Cardiff en 67 dias frag, sueca InAA(c)s, cap. Anderson. ton. 349. con carbon. AA! los Sres. SamAA!. S. y comp",capitan,Strang,"De Liverpool en 70 dias frag. ing. Alexander, capitan Strang, ton. 1150, con carbon, & la CompaAA+-a del gas De Cardiff en 67 dias frag, sueca InAA(c)s, cap. Anderson. ton. 349. con carbon. AA! los Sres. SamAA!. S. y comp"
1864-05-08,E,1864-05-02,5dias,1864-05-07,Veracruz,nan,La Habana,vapor ing.,Conway,"397, con dinero, al Sr. CAA3nsul inglAA(c)s. Pasag. 4.",ap.,Bax,"De Veracruz en 5 dias vapor ing. Conway, eap. Bax, is 397, con dinero, al Sr. CAA3nsul inglAA(c)s. Pasag. 4."
1864-05-08,E,1864-04-22,15dias,1864-05-07,San Marcos,Mariel,La Habana,pail. ing.,FirabAA!s.,"con algodon, AA! los StAA(c)s, Gatierrez AA(c) Iglesias. Pasag. Biripiantes de la god, 'ng. Adda, que fuAA(c) apresada en Florida.",cap.,Write,"De San Marcos y Mariel en 15 dias pail. ing. FirabAA!s. cap. Write, ton. Is, con algodon, AA! los StAA(c)s, Gatierrez AA(c) Iglesias. Pasag. Biripiantes de la god, 'ng. Adda, que fuAA(c) apresada en Florida."
1864-05-08,E,1864-05-02,5dias,1864-05-07,Nueva-Orleans,nan,La Habana,frag. ital.,Elizabetta,"en lastre, al capitan,",caps,Tortorici,"De Nueva-Orleans en 5 dias frag. ital. Elizabetta, caps Tortorici, ton, 362, en lastre, al capitan,"
1864-05-08,E,1864-05-01,6dias,1864-05-07,Galveston,nan,La Habana,yap. conf.,Matagorda,"con algodon, AA! los Sves. Vignier R. y ep. -Pasag. 15.",capitan,Smith,"De Galveston en 6 dias yap. conf. Matagorda, capitan Smith, ton. 616, con algodon, AA! los Sves. Vignier R. y ep. -Pasag. 15."
1864-05-08,E,1864-04-16,21?,1864-05-07,Boston,nan,La Habana,"berg, hol.",Leda,"con mercancAAas, AA! los Sres. Davisy Toarano.",cap.,Fortaran.,"De Boston en 21 berg, hol. Leda, cap. Fortaran. ton. 275, con mercancAAas, AA! los Sres. Davisy Toarano."
1864-05-10,E,1864-04-26,13dias,1864-05-09,New-York,nan,La Habana,frag. ing.,Florence Nigthingale,"con mercancAAas, AA! los Srea CatalAA! y cp..",cap.,Beards,"e New-York en 13 dias frag. ing. Florence Nigthingale, cap. Beards, ton. 464, con mercancAAas, AA! los Srea CatalAA! y cp.."
1864-05-10,E,1864-03-19,51dias,1864-05-09,Amsterdam,nan,La Habana,gel. hol.,Catharina Cornelia,"con quesos, AA! los Sres. Meyers y compaAA!ia '",cap.,Horst,"De Amsterdam en 51 dias gel. hol. Catharina Cornelia, cap. Horst, ton. 143, con quesos, AA! los Sres. Meyers y compaAA!ia '"
1864-05-10,E,1864-03-20,50dias,1864-05-09,Londres,nan,La Habana,berg. ing.,Zircon,"con mercancAAas, & los Sres. Schmid y Stern. De Cardiff on 60 dias frag. rusa Suomi, cap. Niska, ton. 589, con carbon, al capitan.",cap.,Prentice,"De Londres en 50 dias berg. ing. Zircon, cap. Prentice, ton. 180, con mercancAAas, & los Sres. Schmid y Stern. De Cardiff on 60 dias frag. rusa Suomi, cap. Niska, ton. 589, con carbon, al capitan."
1864-05-12,E,1864-05-08,3dias,1864-05-11,Mobila,nan,La Habana,vapor ing.,Deubig,"con algodon, AA! los Sres. Kobbe, L. y cp.",cap.,Goodfroy,"e Mobila en 3 dias vapor ing. Deubig, cap. Goodfroy, ton. 162, con algodon, AA! los Sres. Kobbe, L. y cp."
1864-05-12,E,1864-03-17,55dias,1864-05-11,Cardiff,nan,La Habana,frag. frane.,Emilienno,"con carbon, a los seAA+-ores SamAA!, S. y cp. Al ponerse el Sol quedaban dos bergantines espaAA+-o16a mercante+.",cap.,Donigno,"De Cardiff en 55 dias frag. frane. Emilienno, cap. Donigno, ton. 452, con carbon, a los seAA+-ores SamAA!, S. y cp. Al ponerse el Sol quedaban dos bergantines espaAA+-o16a mercante+."
1864-05-14,E,1864-05-10,3dias,1864-05-13,o Mobila,nan,La Habana,vap. ing.,Donegal,con algodon. & D. R. Perez Santa MarAAa -Pasai. 3.,cap.,Smith.,"o Mobila en 3 dias vap. ing. Donegal, cap. Smith. ton, 26, con algodon. & D. R. Perez Santa MarAAa -Pasai. 3."
1864-05-14,E,1864-05-02,11dias,1864-05-13,Sisal,nan,La Habana,gol. esp.,Cantinera Catalana,"31 das frag. ing. Jean, cap. Wilkin, ton, 340 con carbon al Sr. Cousul inglAA(c)s.","e,",De Liverpool,"De Sisalen 11 dias gol. esp. Cantinera Catalana, cap. planen, ton. 127, con eneros, & 1). Santos Villaverde,
De Liverpool en 31 das frag. ing. Jean, cap. Wilkin, ton, 340 con carbon al Sr. Cousul inglAA(c)s."
1864-05-14,E,1864-04-29,14dias,1864-05-13,Matamoros,nan,La Habana,gol. ing.,J. P.,"De New-Port on 57 dias frag. ing. Minerva. capit, Fox. ton. 691, con carbon, D. N Nattes",p,-Pasag,"De Matamoros en 14 dias gol. ing. J. P.; Burroughs, capita Otto, tou. 52, con algodon AA! los Sres. Rubira y comp -Pasag 15.
De New-Port on 57 dias frag. ing. Minerva. capit, Fox. ton. 691, con carbon, D. N Nattes"
1864-05-15,E,1864-05-08,6dias,1864-05-14,Campocho,nan,La Habana,berx. esp.,Jaimito,con palo. al cap.-Pasag. 4.,cap.,Roldos,"e Campocho en 6 dias berx. esp. Jaimito, cap. Roldos, ton. 181, con palo. al cap.-Pasag. 4."
1864-05-15,E,1864-05-06,8dias,1864-05-14,Swannce River,nan,La Habana,bal. confed.,Mary Jane,"6, con algodon, al cap.",cap.,Dutentof,"De Swannce River en 8 dias bal. confed. Mary Jane, cap. Dutentof, tou. 6, con algodon, al cap."
1864-05-15,E,1864-05-11,3dias,1864-05-14,New-Orleans,nan,La Habana,frag. am.,Genease,"er lastre, al capitan.-Sigue para Boston. A puestas del Sol quedaban frag. ing. y berg. por recoDOCEL",cap.,Nichols,"De New-Orleans en 3 dias frag. am. Genease, cap. Nichols, ton. 613. er lastre, al capitan.-Sigue para Boston. A puestas del Sol quedaban frag. ing. y berg. por recoDOCEL"
1864-05-18,E,1864-02-22,85dias,1864-05-17,o Christiansund,nan,La Habana,gol. nor.,Jaue,"con b calao, al capitan.",cap.,Jonasen,"Do Christiansund en 85 dias gol. nor. Jaue, cap. Jonasen, ton. 80, con b calao, al capitan."
1864-05-18,E,1864-04-29,18dias,1864-05-17,New York,nan,La Habana,fraz. ing.,Roman,"350, con mercancAAas. A los Sres. Friciy Barros. Apuestas del Sol no quedaba AA! la vista.",p.,Hickey,"De New York en 18 dias fraz. ing. Roman, cp. Hickey, top. 350, con mercancAAas. A los Sres. Friciy Barros. Apuestas del Sol no quedaba AA! la vista."
1864-05-19,E,1864-05-13,5dias,1864-05-18,o Nuovitas,nan,La Habana,gol. esp.,HidalguAA,"con efectos, & D. J. de la Portilla. De la CoruAA+-a y Puerto Rico en 62 dias frag, esp. Nemosia, cap. Tejeiro, ton. 200, con harina, & D. L. Q. Barbon. A pnestas del Sol quedaba vapor esp. de guerra.",cap.,Lloret,"o Nuovitas en 5 dias gol. esp. HidalguAAa. cap. Lloret, ton. 90, con efectos, & D. J. de la Portilla. De la CoruAA+-a y Puerto Rico en 62 dias frag, esp. Nemosia, cap. Tejeiro, ton. 200, con harina, & D. L. Q. Barbon. A pnestas del Sol quedaba vapor esp. de guerra."
1864-05-20,E,1864-05-09,10dias,1864-05-19,Aguadilla,nan,La Habana,gol. esp.,Catalana,"ton. 80, con cafAA(c), AA! los Sres. SamAA!, S. y comp.",cap.,C.,"De Aguadilla en 10 dias gol. esp. Catalana; cap. C. mpins, ton. 80, con cafAA(c), AA! los Sres. SamAA!, S. y comp."
1864-05-20,E,1864-04-30,19dias,1864-05-19,CAA!diz,"Canarias,Puerto-Rico",La Habana,vaporcorreo esp.,EspaAA,"con frutos y correspondencia, AA! los Sres. SamAA!, S. y comp.-P. 127 De Liverpool en 58 dias berg. esp. Ntra. Sra. del CAA!rmen, cap. Uriarte, ton. 174, con ferreteria y mercancAAas & D. J. Ponton",cap.,Carricarte,"De CAA!diz, Canarias y Puerto-Rico en 19 dias vaporcorreo esp. EspaAA+-a, cap. Carricarte, ton. 495, con frutos y correspondencia, AA! los Sres. SamAA!, S. y comp.-P. 127 De Liverpool en 58 dias berg. esp. Ntra. Sra. del CAA!rmen, cap. Uriarte, ton. 174, con ferreteria y mercancAAas & D. J. Ponton"
1864-05-20,E,1864-03-26,54dias,1864-05-19,Cardiff,nan,La Habana,frag. sueca,Catharina,con carbon; al Sr. CAA3nsul ingles.,cap.,Murtensson,"De Cardiff en 54 dias frag. sueca Catharina, cap. Murtensson, ton. 434, con carbon; al Sr. CAA3nsul ingles."
1864-05-25,E,1864-05-21,3dias,1864-05-24,Nuevitas,nan,La Habana,berg esp.,Eloisa,"con efectos, & D. A. Torriente.-Pasag. 1.",cap.,Moanrio.,"De Nuevitas en 3 dias berg esp. Eloisa, cap. Moanrio. ton. 160, con efectos, & D. A. Torriente.-Pasag. 1."
1864-05-27,E,1864-05-25,1dia,1864-05-26,Cayo-Hueso,nan,La Habana,pall amer.,J.J. Philbrick,"AA(c)n lastrAA"", & los Sres.Gomezy Sa las-Pasag.& De St. Thomas, Puerto-Rico Santo Domingo y puer-do tos de esta isla en 10 dias vapor esp Palaro del Oceano, el cap. Calleja, ton. 60, con efecto D. R. Herrera-PaBigoros 70.",capitan,Watson,"De Cayo-Hueso en 1 dia pall amer. J.J. Philbrick, capitan Watson, ton. 162, AA(c)n lastrAA"", & los Sres.Gomezy Sa las-Pasag.& De St. Thomas, Puerto-Rico Santo Domingo y puer-do tos de esta isla en 10 dias vapor esp Palaro del Oceano, el cap. Calleja, ton. 60, con efecto D. R. Herrera-PaBigoros 70."
1864-05-29,E,1864-04-04,54dias,1864-05-28,Valencia,nan,La Habana,"borg, esp.",Clementiua,"con frutos, als Sres. Moralea yep. De Hull en 63 dias frag. ing, Samuel, cap. Raymond, tcu. 300, on carbon, a los Sres. SamAA!, S. y cp.",capitan,Marquez,"De Valencia en 54 dias borg, esp. Clementiua, capitan Marquez, ton. 165, con frutos, als Sres. Moralea yep. De Hull en 63 dias frag. ing, Samuel, cap. Raymond, tcu. 300, on carbon, a los Sres. SamAA!, S. y cp."
1864-05-29,E,1864-05-08,20dias,1864-05-28,Trinidad,nan,La Habana,berg. esp.,Trinidad,"con azAAocar, AA! D. A. Ser; a.",cap.,Rayo,"De Trinidad en 20 dias berg. esp. Trinidad, cap. Rayo, ton. 168, con azAAocar, AA! D. A. Ser; a."
1864-05-29,E,1864-05-21,"7dias,",1864-05-28,Re S. Marcos,nan,La Habana,bal. conf.,Hersilia,"con algodon, al capit. n.",ep.,Laurent,"Re S. Marcos en 7 dias, bal. conf. Hersilia, ep. Laurent, ton. 2, con algodon, al capit. n."
1864-06-04,E,1864-04-13,51dias,1864-06-03,Liverpool,nan,La Habana,frag. ing.,Oriska,"con carbon, AA! los schAAPnes Scharfemberg",p,Brans,"e Liverpool en 51 dias frag. ing. Oriska, cup Brans, ton. 631, con carbon, AA! los schAAPnes Scharfemberg"
